Method:,double_shade_pso,Function:,Rotated_Hyper_Ellipsoid,NFE:,100000.0,Seed:,397285674
min,0.9855710651386866
pop,100
contour %,0.14772727272727273
below threshold %,0.13194444444444445
"
"
Method:,random_search,Function:,Rotated_Hyper_Ellipsoid,NFE:,200000.0,Seed:,397285674
score within threshold,0.49976839687665714
score on contour,0.3459595748077302
min,1.8180202339529965
pop,100
contour %,0.22727272727272727
below threshold %,0.21875
"
"
Method:,random_search,Function:,Rotated_Hyper_Ellipsoid,NFE:,500000.0,Seed:,397285674
score within threshold,0.5149016453752338
score on contour,0.40531130570444807
min,0.3814360170555617
pop,100
contour %,0.3977272727272727
below threshold %,0.4166666666666667
"
"
Method:,random_search,Function:,Ackley,NFE:,100000.0,Seed:,397285674
score within threshold,0.07046069564657735
score on contour,0.06735826672688007
min,1.0536757193876585
pop,100
contour %,0.09432225547169426
below threshold %,0.095092
"
"
Method:,random_search,Function:,Ackley,NFE:,200000.0,Seed:,397285674
score within threshold,0.07002285449170734
score on contour,0.06693248785508364
min,1.3928152296331546
pop,100
contour %,0.17972077252254554
below threshold %,0.181016
"
"
Method:,random_search,Function:,Ackley,NFE:,500000.0,Seed:,397285674
score within threshold,0.06839965864047658
score on contour,0.06540947704498984
min,1.206127377877275
pop,100
contour %,0.38932521728473235
below threshold %,0.39239
"
"
Method:,random_search,Function:,Himmelblau,NFE:,100000.0,Seed:,397285674
score within threshold,0.19868719964185488
score on contour,0.16568899833130582
min,0.3089965416885421
pop,100
contour %,0.09458955223880597
below threshold %,0.09318689990793108
"
"
Method:,random_search,Function:,Himmelblau,NFE:,200000.0,Seed:,397285674
score within threshold,0.19128771143511716
score on contour,0.16397110622238248
min,0.1285047762511733
pop,100
contour %,0.1869402985074627
below threshold %,0.1858476917006445
"
"
Method:,random_search,Function:,Himmelblau,NFE:,500000.0,Seed:,397285674
score within threshold,0.18487320548155015
score on contour,0.1602478547286157
min,0.1070593874285281
pop,100
contour %,0.40167910447761196
below threshold %,0.3966855188741286
"
"
Method:,random_search,Function:,Rosenbrock,NFE:,100000.0,Seed:,397285674
score within threshold,4.786045704983811
score on contour,3.044886856813969
min,0.568329724951358
pop,100
contour %,0.13513513513513514
below threshold %,0.10619469026548672
"
"
Method:,random_search,Function:,Rosenbrock,NFE:,200000.0,Seed:,397285674
score within threshold,5.0785590452513105
score on contour,2.523552917009056
min,0.3105931383168693
pop,100
contour %,0.2972972972972973
below threshold %,0.2013274336283186
"
"
Method:,random_search,Function:,Rosenbrock,NFE:,500000.0,Seed:,397285674
score within threshold,5.41905862239611
score on contour,3.5057932449435785
min,0.2423523133745234
pop,100
contour %,0.35135135135135137
below threshold %,0.37389380530973454
"
"
Method:,random_search,Function:,Hartman_3D,NFE:,100000.0,Seed:,397285674
score within threshold,0.07206744964360244
score on contour,0.044211551473025704
min,0.0014557496694069
pop,100
contour %,0.09654057376501557
below threshold %,0.09579670684614243
"
"
Method:,random_search,Function:,Hartman_3D,NFE:,200000.0,Seed:,397285674
score within threshold,0.07104106383426527
score on contour,0.04320181048225792
min,0.001258462608531
pop,100
contour %,0.18056093747912186
below threshold %,0.18286287138899124
"
"
Method:,random_search,Function:,Hartman_3D,NFE:,500000.0,Seed:,397285674
score within threshold,0.06880295035258194
score on contour,0.042199774139470216
min,0.001518924598832
pop,100
contour %,0.39665147850719545
below threshold %,0.3958675273592083
"
"
Method:,random_search,Function:,Rastrigin,NFE:,100000.0,Seed:,397285674
score within threshold,2.4948470634051465
score on contour,3.8190286313296307
min,1.351017977863302
pop,100
contour %,0.08928571428571429
below threshold %,0.06111111111111111
"
"
Method:,random_search,Function:,Rastrigin,NFE:,200000.0,Seed:,397285674
score within threshold,2.6298626689758584
score on contour,2.2787058061476486
min,0.6429175724367635
pop,100
contour %,0.19642857142857142
below threshold %,0.17222222222222222
"
"
Method:,random_search,Function:,Rastrigin,NFE:,500000.0,Seed:,397285674
score within threshold,2.4652110181865177
score on contour,2.874737367730921
min,1.2073044903901469
pop,100
contour %,0.375
below threshold %,0.4
"
"
Method:,random_search,Function:,Levy,NFE:,100000.0,Seed:,397285674
score within threshold,0.3230173328000017
score on contour,0.5052589975654173
min,0.0273132754792873
pop,100
contour %,0.09899809160305344
below threshold %,0.09810441430591192
"
"
Method:,random_search,Function:,Levy,NFE:,200000.0,Seed:,397285674
score within threshold,0.3202518683696531
score on contour,0.46092248728955426
min,0.0093602082785327
pop,100
contour %,0.19036259541984732
below threshold %,0.19149604649945018
"
"
Method:,random_search,Function:,Levy,NFE:,500000.0,Seed:,397285674
score within threshold,0.3048255162433432
score on contour,0.4712131686143833
min,0.0066040467970501
pop,100
contour %,0.39384541984732824
below threshold %,0.40273341362517673
"
"
Method:,double_shade,Function:,Rotated_Hyper_Ellipsoid,NFE:,100000.0,Seed:,397285674
score within threshold,15.199780848987528
score on contour,28.151215170453963
min,0.0
pop,100
contour %,0.6477272727272727
below threshold %,0.7222222222222222
"
"
Method:,double_shade,Function:,Rotated_Hyper_Ellipsoid,NFE:,200000.0,Seed:,397285674
score within threshold,11.412615235633673
score on contour,22.09024337909036
min,0.0
pop,100
contour %,1.0
below threshold %,1.0
"
"
Method:,double_shade,Function:,Rotated_Hyper_Ellipsoid,NFE:,500000.0,Seed:,397285674
score within threshold,8.109242623690212
score on contour,17.331360601531376
min,0.0
pop,100
contour %,1.0
below threshold %,1.0
"
"
Method:,double_shade,Function:,Ackley,NFE:,100000.0,Seed:,397285674
